Wrong,Right
"As I see from your programme, the shopping trip is at the same time  of  the London Fashion Show so I'll make you a suggestion: we'll start in the morning with the Science Museum and immediately after we'll go to the Central Exhibition Hall without doing any shopping.","As I see from your programme, the shopping trip is at the same time  as  the London Fashion Show so I'll make you a suggestion: we'll start in the morning with the Science Museum and immediately after we'll go to the Central Exhibition Hall without doing any shopping."
It would be a great opportunity because  for students it's free .,It would be a great opportunity because  it's free for students .
I  think that my house isn't  the house of the future.,I  don't think that my house is  the house of the future.
"It is comfortable, not too big with a lot of carpets and  antiques   components , for example,  potterys , my bed, and a wardrobe of my  grandmother .","It is comfortable, not too big with a lot of carpets and  antique   objects , for example,  pottery , my bed, and a wardrobe of my  grandmother's ."
Think  people's homes will be different in the future  about .,I think  people's homes will be different in the future regarding .
"Regarding the new materials of structures, they will have a lot of computers for doing recipes and  making  the shopping while you are staying at home.","Regarding the new materials of structures, they will have a lot of computers for doing recipes and  doing  the shopping while you are staying at home."
"We will have a relaxing room, with soft light,  music New Age  and a lot of essences.","We will have a relaxing room, with soft light,  New Age music  and a lot of essences."
The home of the future will be very  impersonally  and the  atmosfear  will be cold and very  essencial .,The home of the future will be very  impersonal  and the  atmosphere  will be cold and very  essential .
I'm a student in an English class which is going to spend three days in London (13th-14th March) and I'm  a   representative student  from my class  to  thanks  you  about   your  programme that you've already organised for us.,I'm a student in an English class which is going to spend three days in London (13th-14th March) and I'm  the   student representative  from my class  to  thank  you  for   the  programme that you've already organised for us.
"The show has many interesting parts such as the latest fashions, leisure and sports wear,  make up  and Hairstyles and we are all agreed that it's a great opportunity for us because most of us are going to study on a Fashion and Design course  in next term and the other students are also interesting  in new  fashion .","The show has many interesting parts such as the latest fashions, leisure and sports wear,  make-up  and Hairstyles and we are all agreed that it's a great opportunity for us because most of us are going to study on a Fashion and Design course  interested  in new  fashions ."
"Anyway, we still want to go to the Science Museum and  shopping  as well but we think we can go shopping on the last day afternoon of our trip.","Anyway, we still want to go to the Science Museum and  to shop  as well but we think we can go shopping on the last day afternoon of our trip."
So we will have some free time on the afternoon of the 14th March and we can spend this time  enjoy  the show.,So we will have some free time on the afternoon of the 14th March and we can spend this time  enjoying  the show.
I'm also  include  the show's leaflet on the back of this letter.,I'm also  including  the show's leaflet on the back of this letter.
I'm looking forward to  see  your programme.,I'm looking forward to  seeing  your programme.
I believe that everyone in this world  have  curiosity.,I believe that everyone in this world  has  curiosity.
"We're  always want to know about others'  life , especially the famous -  one even the one  that we hate.","We  always want to know about others'  lives , especially the famous -  ones  that we hate."
"For example, when we get married or when a policeman  stop  us on the highway, we don't want any stranger  notice  that what is happening to us.","For example, when we get married or when a policeman  stops  us on the highway, we don't want any stranger  to notice  that what is happening to us."
"Just because their jobs are known by  every people , it doesn't mean that we can invade their privacy.","Just because their jobs are known by  everybody , it doesn't mean that we can invade their privacy."
"It's not fair for them to have journalists following them and  take  their photographs, and some journalists write  the news  that are not true.","It's not fair for them to have journalists following them and  taking  their photographs, and some journalists write  reports  that are not true."
"I am writing to express the  deserve  of all the students in my class to visit the LONDON FASHION AND LEISURE SHOW at the Central Exhibition Hall, on Tuesday 14 March.","I am writing to express the  desire  of all the students in my class to visit the LONDON FASHION AND LEISURE SHOW at the Central Exhibition Hall, on Tuesday 14 March."
"I think that will be a very good  programme  .  especially the part  of  the Latest Fashions, because it is something which  affect  the people of all ages today.","I think that will be a very good  event  ,  especially the part  about  the Latest Fashions, because it is something which  affects  the people of all ages today."
But also the  rest  parts of the show  seems  to be very interesting.,But also the  other  parts of the show  seem  to be very interesting.
I think that young people are affected  from  that in the way they  dressed .,I think that young people are affected  by  that in the way they  dress .
"Make up  and Hairstyles are also very important, especially For our class, because  the most of the students of  our class are girls.","Make-up  and Hairstyles are also very important, especially For our class, because  in  our class are girls."
"The girls are  interesting  moremore interested than boys , For   make up  and  hairstyle . and they want to know all the latest news about these things.",The girls are  interested  moremore interested than boys in   make-up  and  hairstyles . and they want to know all the latest news about these things.
"I know that for Tuesday 14 March you have already  organise  the programme, which  including  for the morning a visit to the Science Museum and For the afternoon shopping but we can change that as Follows:","I know that for Tuesday 14 March you have already  organised  the programme, which  includes  for the morning a visit to the Science Museum and For the afternoon shopping but we can change that as Follows:"
I  am apologise For any incovenience . and I am waiting for your reply.,I  inconvenience . and I am waiting for your reply.
Yours  sincerelly,Yours  sincerely
"I think that they have a right because , they are also people like me or like you  and they should have a private life.",I think that they have a right because you or like me  and they should have a private life.
"Private  life is very important  to   anyone , because your job  create   you stress and you should rest,   charge  your batteries For the next day.","A private  life is very important  for   everyone , because your job  creates    and   recharge  your batteries For the next day."
If journalists are following  you step by step  it is difficult to have a private life.,If journalists are following  your every step  it is difficult to have a private life.
"On the other hand .  I believe that Journalists are doing their  work , but sometimes they try to impress their boss and they are always.","On the other hand ,  I believe that Journalists are doing their  job , but sometimes they try to impress their boss and they are always."
Following following  the Famous people in order to discover something new of  their  lifes .,Following following  about  their  lives .
From from media owners and the difficulty For someone to Find a job  in our  days.,From from media owners and the difficulty For someone to Find a job  these  days.
To conclude journalists should  doing  their work but without  annoyance  to the other people.,To conclude journalists should  do  their work but without  annoying  to the other people.
Private  life is  right to anyone everyone's right and  all we should  respect  it .,A private  life is  everyone everyone's right and  we should all  respect  that .
I am writing with reference to the  three day  trip  in  London.,I am writing with reference to the  three-day  trip  to  London.
"Especially , the sightseeing by bus  must  be enjoyable.","In particular , the sightseeing by bus  should  be enjoyable."
"It  is 'The London Fashion and Leisure Show' at the Central Exhibition Hall in London on the 14th of March, which shows the latest fashions, leisure and sports wear,  make up  and hairstyles.","There  is 'The London Fashion and Leisure Show' at the Central Exhibition Hall in London on the 14th of March, which shows the latest fashions, leisure and sports wear,  make-up  and hairstyles."
It  must be  a great opportunity to see the show because we are keen on fashions and clothes.,It  is  a great opportunity to see the show because we are keen on fashions and clothes.
We can go shopping on Wednesday afternoon  at   the  free time.,We can go shopping on Wednesday afternoon  during   our  free time.
